taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,GTDB-Tk Domain,GTDB-Tk Phylum,GTDB-Tk Class,GTDB-Tk Order,GTDB-Tk Family,GTDB-Tk Genus,GTDB-Tk Species,GOLD Analysis Project ID,Award DOI,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Latitude,Longitude,Genome Size  * assembled,Gene Count  * assembled,CheckM2 Completeness,CheckM2 Contamination,ITS AP ID,ITS SP ID,,ITS AP ID - 90 Complete,Taxon-oid (no AP ID) - 90% 
2681812861,Bacteria,Permanent Draft,"Comparative analysis of microorganisms from saline springs in Andes Mountain Range, Colombia",Stenotrophomonas rhizophila USBA GBX 843,DOE Joint Genome Institute  (JGI),2681812861,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_Z,Ga0105846,10.46936/10.25585/60000546,Environmental,Terrestrial,Unclassified,Soil,Unclassified,,,,4444921,4019,100,0.15,1094771,1094804,,1001082,2634166254
2681812917,Bacteria,Permanent Draft,Genome sequencing of a diverse group of Pseudomonas species,Pseudomonas sp. 7SR1,DOE Joint Genome Institute  (JGI),2681812917,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp900156465,Ga0123386,10.46936/10.25585/60000812,,,,,,,,,6090201,5445,100,0.04,1106200,1106205,,1001085,2710723789
2933142243,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 050284,DOE Joint Genome Institute  (JGI),2933142243,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Unclassified,Ga0498370,10.46936/10.25585/60001355,,,,,,,,,9090313,8126,100,3.61,1316349,1317160,,1001088,2710724084
2738543022,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Novosphingobium sp. GV055,DOE Joint Genome Institute  (JGI),2738543022,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium capsulatum,Ga0189721,10.46936/10.25585/60000910,Host-associated,Plants,Unclassified,Roots,Unclassified,,,,4835059,4522,100,0.48,1146886,1147025,,1001091,2626542217
2545824508,Bacteria,Permanent Draft,"Bioprospecting for lignincellulytic microbes and enzymes from natural, highly-evolved plant biomass-degrading systems",Stenotrophomonas sp. CC120223-11,DOE Joint Genome Institute  (JGI),2545824508,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia_G,Ga0004977,10.46936/10.25585/60007468,,,,,,,,,4671339,4285,100,0.3,1023627,1023626,,1001094,2710264658
2708742668,Bacteria,Permanent Draft,"Soil microbial communities from Rifle, Colorado, USA",Bacteroidetes bacterium GWF2_40_13,DOE Joint Genome Institute  (JGI),2708742668,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SZUA-534,GWE2-40-63,GWE2-40-63 sp003512955,Ga0154545,,,,,,,,,,5028073,4051,100,1.42,,,,1001097,2608642205
2918856767,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Arthrobacter oryzae CC26,DOE Joint Genome Institute  (JGI),2918856767,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter,Unclassified,Ga0451239,10.46936/10.25585/60001066,Environmental,Terrestrial,Unclassified,Soil,Unclassified,,,,5204753,4919,100,1.61,1273071,1273189,,1001100,2711768208
2718217659,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ052,DOE Joint Genome Institute  (JGI),2718217659,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0154038,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6046223,5513,100,0.74,1123533,1123557,,1001103,2710723543
2857677899,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Paraburkholderia metrosideri M3D4D,DOE Joint Genome Institute  (JGI),2857677899,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Unclassified,Ga0417146,10.46936/10.25585/60001252,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Yellowstone National Park,,,8499658,7800,100,0.15,1256135,1256283,,1001106,2710723909
2524023250,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Niveispirillum irakense DSM 11586,DOE Joint Genome Institute  (JGI),2524023250,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,Niveispirillum irakense,Ga0002316,10.46936/10.25585/60000886,Host-associated,Plants,Unclassified,Roots,Unclassified,Diwaniyah,31.995557,44.924412,5457705,4802,100,0.35,1012005,1012004,,1001112,2710723742
2932562620,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 001370,DOE Joint Genome Institute  (JGI),2932562620,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,Unclassified,Ga0498483,10.46936/10.25585/60001355,,,,,,,,,10424835,10076,100,4.32,1316575,1317273,,1001115,2788500163
2960194285,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 21763,DOE Joint Genome Institute  (JGI),2960194285,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseoincarnatus,Ga0532664,10.46936/10.25585/60001355,,,,,,,,,7475607,6814,100,0.04,1357174,1357739,,1001121,2710724059
2956396850,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 7820,DOE Joint Genome Institute  (JGI),2956396850,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mutabilis,Ga0532376,10.46936/10.25585/60001355,,,,,,,,,7704747,7000,100,0,1356598,1357451,,1001124,2710723820
2935741537,Bacteria,Permanent Draft,Studying plant-microbial biological nitrogen fixation (BNF),Bradyrhizobium sp. LA6.7,DOE Joint Genome Institute  (JGI),2935741537,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp011516635,Ga0500282,10.46936/10.25585/60001350,Host-associated,Plants,Nodule,Roots,Unclassified,,,,9707219,9379,100,0.26,1325923,1326072,,1001133,2708742669
2582580721,Bacteria,Permanent Draft,Convergent evolution of an endohyphal lifestyle and mutualism in phylogenetically diverse bacteria,Luteibacter sp. 9135,DOE Joint Genome Institute  (JGI),2582580721,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter sp000745005,Ga0004728,10.46936/10.25585/60007569,,,,,,,,,4485268,3839,100,0.06,1022146,1022145,,1001136,2786546293
2781126045,Bacteria,Permanent Draft,Sequencing the genomes of 1000 actinobacteria strains,Plantibacter flavus DSM 14012,DOE Joint Genome Institute  (JGI),2781126045,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Plantibacter,Plantibacter flavus,Ga0197524,10.46936/10.25585/60001044,Host-associated,Plants,Unclassified,Phyllosphere,Unclassified,Germany,,,4317755,4099,100,0.15,1147623,1147927,,1001139,2710723823
2926174233,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Variovorax boronicumulans DS3748,DOE Joint Genome Institute  (JGI),2926174233,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Variovorax,Variovorax paradoxus_C,Ga0466870,10.46936/10.25585/60001066,Environmental,Terrestrial,Unclassified,Soil,Unclassified,,,,7392733,7057,100,1.09,1285496,1285646,,1001142,2608642207
2946897372,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 5497,DOE Joint Genome Institute  (JGI),2946897372,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces tibetensis,Ga0507396,10.46936/10.25585/60001355,,,,,,,,,9102008,8367,100,0,1339279,1340081,,1001145,2786546290
2932555117,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 004281,DOE Joint Genome Institute  (JGI),2932555117,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fimicarius,Ga0498481,10.46936/10.25585/60001355,,,,,,,,,8408172,7502,100,0.41,1316571,1317271,,1001310,2721755244
2953863150,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 21457,DOE Joint Genome Institute  (JGI),2953863150,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,Unclassified,Ga0528226,10.46936/10.25585/60001355,,,,,,,,,10407830,9779,100,4.91,1351564,1352437,,1001331,2710723958
2853057518,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium saccharobutylicum DJ071 (Re-Annotation) (version 2),DOE Joint Genome Institute  (JGI),2853057518,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,Ga0423237,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,5110066,4650,100,0.07,1268024,1134408,,1001334,2786546684
2695420918,Bacteria,Permanent Draft,"Sequencing of bacterial isolates from soil warming experiment in Harvard Forest, Massachusetts, USA",Burkholderia sp. GAS332,DOE Joint Genome Institute  (JGI),2695420918,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp900142905,Ga0132004,10.46936/10.25585/60000854,Environmental,Terrestrial,Forest,Soil,Unclassified,"USA: Harvard Forest, Massachusetts",42.54,-72.18,10416547,9503,100,3.18,1111425,1111474,,1001340,640963031
2562617198,Bacteria,Permanent Draft,Sequencing the genomes of two abundant thermophiles in Great Basin hot springs: Thermocrinis jamiesonii and novel Chloroflexi Thermoflexus hugenholtzii,Thermocrinis jamiesonii GBS1,DOE Joint Genome Institute  (JGI),2562617198,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis sp000702425,Ga0003358,10.46936/10.25585/60007554,,,,,,"Great Boiling Spring (GBS), Nevada",,,1315625,1463,100,0.21,1015918,1015917,,1001343,2791354764
2502957028,Bacteria,Finished,Sulfur reducing delta proteobacteria,Desulfatibacillum aliphaticivorans AK-01,DOE Joint Genome Institute  (JGI),2502957028,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatibacillaceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Ga0025296,,Environmental,Aquatic,Lotic,Freshwater,Unclassified,"Sediment from the Arthur Kill, NJ/NY waterway",40.437746,-74.20347,6517073,5320,100,0.78,1378675,,,1001346,2513237161
2571042916,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Pseudodesulfovibrio halophilus DSM 5663,DOE Joint Genome Institute  (JGI),2571042916,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Unclassified,Ga0006629,10.46936/10.25585/60000886,Environmental,Unclassified,Unclassified,Unclassified,Unclassified,"Solar Lake, Sinai",29.422946,34.829983,3376200,3195,100,0.12,1030726,1030725,,1001349,2711768267
2963394512,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 87899,DOE Joint Genome Institute  (JGI),2963394512,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus,Ga0534931,10.46936/10.25585/60001355,,,,,,,,,7158399,6368,100,0.04,1359777,1360796,,1001352,2820053807
2811994874,Bacteria,Permanent Draft,Genome sequencing of plant associated microbes to promote plant fitness in Sorghum bicolor and Oryza sativa,Nocardioides sp. SLBN-35,DOE Joint Genome Institute  (JGI),2811994874,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp006715725,Ga0314629,10.46936/10.25585/60001083,Host-associated,Plants,Unclassified,Roots,Unclassified,USA: California,38.5376,-121.7644,5367947,5207,100,0.13,1217911,1218030,,1001358,2626542100
2767802474,Bacteria,Permanent Draft,Genome sequencing of rice bacterial endophytes,Aeromonas veronii E2102,DOE Joint Genome Institute  (JGI),2767802474,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Aeromonadaceae,Aeromonas,Aeromonas veronii,Ga0222353,10.46936/10.25585/60001111,Host-associated,Plants,Unclassified,Unclassified,Unclassified,,,,4502955,4178,100,0.15,1162648,1162742,,1001361,2721755187
2814123446,Bacteria,Permanent Draft,Sequencing the genomes of 1000 actinobacteria strains,Ornithinicoccus hortensis DSM 12335,DOE Joint Genome Institute  (JGI),2814123446,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermatophilaceae,Ornithinicoccus,Ornithinicoccus hortensis,Ga0197519,10.46936/10.25585/60001044,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Germany,,,3935242,3706,100,0.1,1147608,1147922,,1001364,2708742872
2600255393,Bacteria,Permanent Draft,Metagenomic and metatranscriptomic analysis of forest soil communities across North America,Janthinobacterium sp. 551a,DOE Joint Genome Institute  (JGI),2600255393,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Janthinobacterium,Janthinobacterium sp900112025,Ga0059271,10.46936/10.25585/60007402,Environmental,Terrestrial,Loam,Soil,Unclassified,,,,6459176,5632,100,0.22,1050304,1050303,,1001367,2893884007
2516653084,Bacteria,Permanent Draft,Sequencing of five epiphytic Sphingomonas strains,Sphingomonas melonis C3,DOE Joint Genome Institute  (JGI),2516653084,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas aquatilis,Ga0026615,10.46936/10.25585/60007400,Environmental,Terrestrial,Unclassified,Soil,Unclassified,,,,3929644,3774,100,1.38,1378147,,,1001370,2518645527
2636415977,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Paracoccus alcaliphilus DSM 8512,DOE Joint Genome Institute  (JGI),2636415977,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus alcaliphilus,Ga0074829,10.46936/10.25585/60001024,Environmental,Terrestrial,Unclassified,Soil,Unclassified,,,,4610056,4641,100,0.22,1068035,1068512,,1001373,2788500162
2831315640,Bacteria,Permanent Draft,Sequencing the genomes of 1000 actinobacteria strains,Microbacterium invictum DSM 19600,DOE Joint Genome Institute  (JGI),2831315640,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium invictum,Ga0104583,10.46936/10.25585/60001044,Engineered,Solid waste,Composting,Household waste,Unclassified,Portugal,,,3580260,3359,100,0.25,1085964,1086301,,1001418,2708742948
2934784383,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 007126,DOE Joint Genome Institute  (JGI),2934784383,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp000772045,Ga0498707,10.46936/10.25585/60001355,,,,,,,,,8065768,7336,100,0,1317023,1317497,,1001454,2786546245
2947233263,Bacteria,Permanent Draft,Comparative genomics of wheat-associated soil bacteria to identify genetic determinants of phenazine resistance,Pseudomonas synxantha W2I4,DOE Joint Genome Institute  (JGI),2947233263,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E synxantha,Ga0505367,10.46936/10.25585/60000525,Host-associated,Plants,Rhizosphere,Roots,Unclassified,"USA: Washington, Lind Dryland Research Station",,,6439278,6114,100,0.19,1337060,1337210,,1001457,2786546391
2934688754,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria sp. 049893,DOE Joint Genome Institute  (JGI),2934688754,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora chalcea,Ga0498693,10.46936/10.25585/60001355,,,,,,,,,6675348,6170,100,0.68,1316995,1317483,,1002192,2821312900
2864705386,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Sphingobium sp. B9G5A,DOE Joint Genome Institute  (JGI),2864705386,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unclassified,Ga0417181,10.46936/10.25585/60001252,Environmental,Aquatic,River,Freshwater,Unclassified,"USA: Calhoun, Tennessee",,,5142395,5002,100,3.84,1256252,1256322,,1002195,2721755250
2828130390,Bacteria,Permanent Draft,Studying the diversity of plant-associated saprophytic bacteria and their role in host health and plant-pathogen interactions,Xanthomonas arboricola CFBP 6826,DOE Joint Genome Institute  (JGI),2828130390,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas arboricola,Ga0372522,10.46936/10.25585/60001156,Host-associated,Plants,Unclassified,Unclassified,Unclassified,,,,4946363,4252,100,0.04,1235900,1236039,,1002198,2710264623
2947020993,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 140,DOE Joint Genome Institute  (JGI),2947020993,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium diazoefficiens,Ga0530950,10.46936/10.25585/60001079,Host-associated,Plants,Unclassified,Unclassified,,,,,9021424,8820,100,0.24,1346674,1346916,,1002900,2711768783
2626542068,Bacteria,Permanent Draft,"Soil microbial communities from Rifle, Colorado, USA",Parcubacteria (Wolfebacteria) bacterium GW2011_GWA2_47_9b,DOE Joint Genome Institute  (JGI),2626542068,Bacteria,Patescibacteria,Paceibacteria,UBA6257,UBA9933,UBA9933,UBA9933 sp001029635,Ga0075986,,,,,,,,,,1015306,1149,100,13.59,,,,1002903,2711768521
2824303488,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Pseudoduganella violacea CECT 8897,DOE Joint Genome Institute  (JGI),2824303488,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pseudoduganella,Pseudoduganella violacea,Ga0372442,10.46936/10.25585/60001401,,,,,,,,,6247076,5634,100,0.49,1205787,1205866,,1002906,2710723902
2852618963,Bacteria,Permanent Draft,Plant growth-promoting bacteria from the rhizosphere of the beachgrass Ammophila breviligulata,Herbaspirillum sp. SJZ102,DOE Joint Genome Institute  (JGI),2852618963,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum,Herbaspirillum sp006715495,Ga0401611,10.46936/10.25585/60000946,Host-associated,Plants,Rhizosphere,Roots,Soil,,,,4577824,4196,100,0.22,1256547,1256587,,1002912,2785511325
2756170205,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ195,DOE Joint Genome Institute  (JGI),2756170205,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0215616,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6154977,5559,100,0.21,1155446,1155681,,1002915,2786546730
2939280713,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Streptomyces sp. 004575,DOE Joint Genome Institute  (JGI),2939280713,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces vinaceus,Ga0498586,10.46936/10.25585/60001355,,,,,,,,,8527648,7717,100,1.83,1316781,1317376,,1002918,2710723721
2828219312,Bacteria,Permanent Draft,Studying the diversity of plant-associated saprophytic bacteria and their role in host health and plant-pathogen interactions,Xanthomonas arboricola F12,DOE Joint Genome Institute  (JGI),2828219312,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas arboricola,Ga0372556,10.46936/10.25585/60001156,Host-associated,Plants,Unclassified,Unclassified,Unclassified,,,,4967385,4218,100,0.01,1235968,1236073,,1002921,2734482258
2509276011,Bacteria,Permanent Draft,Genome sequencing of lignin-degrading bacterial isolates,Pseudomonas thermotolerans J53,DOE Joint Genome Institute  (JGI),2509276011,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E thermotolerans,Ga0025414,10.46936/10.25585/60007471,,,,,,,,,3753311,3586,100,0,1377979,,,1002927,2710723922
2918220818,Bacteria,Permanent Draft,Supraglacial microbial communities from various locations in Antarctica and Canada,Psychrobacter sp. PL19,DOE Joint Genome Institute  (JGI),2918220818,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Unclassified,Ga0417220,10.46936/10.25585/60001242,Environmental,Aquatic,Ice,Freshwater,Glacier,Antarctica: Pony Lake,-77.55,166.15,3119997,2569,100,0.01,1259256,1257642,,1002930,2608642188
2506783062,Bacteria,Finished,BESC Consolidated BioProcessing (CBP) candidates- Transfer of Baton,Thermoanaerobacterium thermosaccharolyticum M0795,DOE Joint Genome Institute  (JGI),2506783062,Bacteria,Bacillota_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium thermosaccharolyticum,Ga0024948,,,,,,,,,,2894276,2922,100,0.2,1378457,,,1002933,2710723576
2857690720,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Pseudomonas sp. H1D6A,DOE Joint Genome Institute  (JGI),2857690720,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp003014915,Ga0417129,10.46936/10.25585/60001252,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Yellowstone National Park,,,6614742,6140,100,0.45,1256081,1256265,,1002936,2734482264
2952215653,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Streptomyces sp. 48014,DOE Joint Genome Institute  (JGI),2952215653,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces californicus,Ga0526860,10.46936/10.25585/60001355,,,,,,,,,8506152,7522,100,0.11,1350716,1352013,,1002939,2786546724
2738541340,Bacteria,Permanent Draft,Sequencing the genomes of 1000 actinobacteria strains,Streptomyces sp. 1121.2,DOE Joint Genome Institute  (JGI),2738541340,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp900129855,Ga0151191,10.46936/10.25585/60001044,,,,,,,,,10155046,9355,100,0.19,1119086,1119125,,1002942,2791354781
2684623027,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium saccharoperbutylacetonicum 049,DOE Joint Genome Institute  (JGI),2684623027,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,Ga0123429,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6385397,5860,100,0.89,1107299,1107331,,1002945,2626541718
2744055047,Bacteria,Permanent Draft,Genomic insights into Acetone-Butanol-Ethanol (ABE) fermentation by sequencing solventogenic Clostridia strains,Clostridium beijerinckii DJ226,DOE Joint Genome Institute  (JGI),2744055047,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Ga0183058,10.46936/10.25585/60000855,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,,,6140068,5531,100,0.21,1139505,1139658,,1002948,2721755122
2574179779,Bacteria,Permanent Draft,Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.,Methylomarinum vadi IT-4,DOE Joint Genome Institute  (JGI),2574179779,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,Methylomarinum vadi,Ga0003666,10.46936/10.25585/60007396,Environmental,Aquatic,Hydrothermal vents,Marine,Unclassified,"Taketomi Island, Okinawa, Japan",,,4335162,4054,100,0.81,1017514,1017513,,1002951,2596583565
2956289201,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 005257,DOE Joint Genome Institute  (JGI),2956289201,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Micromonospora,Unclassified,Ga0528048,10.46936/10.25585/60001355,,,,,,,,,6292991,5987,100,0.07,1351204,1352257,,1002957,2513237159
2959076205,Bacteria,Permanent Draft,Large-scale genome sequencing for establishing a Natural Products Genomics Resource Center (NPGRC),Actinobacteria bacterium 86668,DOE Joint Genome Institute  (JGI),2959076205,Bacteria,Actinomycetota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces flaveolus,Ga0535031,10.46936/10.25585/60001355,,,,,,,,,8278577,7755,100,0.01,1360161,1360988,,1002963,2608642186
2929061982,Bacteria,Permanent Draft,Genomic analyses of the natural microbiome of Caenorhabditis elegans,Lactococcus lactis BIGb0220,DOE Joint Genome Institute  (JGI),2929061982,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Ga0494984,10.46936/10.25585/60001123,,,,,,,,,2711551,2832,100,0.35,1305524,1305545,,1002966,2708742624
2728369736,Bacteria,Permanent Draft,"Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera",Salinibacterium amurskyense DSM 16400,DOE Joint Genome Institute  (JGI),2728369736,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Microbacteriaceae,Rhodoglobus,Rhodoglobus amurskyensis,Ga0181001,10.46936/10.25585/60001024,Environmental,Aquatic,Unclassified,Marine,Unclassified,,,,2776536,2682,100,0.02,1128744,1129057,,1002969,641522626
